go_name,go_id,rel_type,parent_terms
abducens nerve morphogenesis,GO:0021598,IS_A,GO:0021602
abducens nerve formation,GO:0021599,IS_A,GO:0021603
abducens nerve structural organization,GO:0021600,IS_A,GO:0021604
abducens nerve maturation,GO:0021601,IS_A,GO:0021605
cranial nerve morphogenesis,GO:0021602,IS_A,GO:0009653
cranial nerve formation,GO:0021603,IS_A,GO:0048646
cranial nerve structural organization,GO:0021604,IS_A,GO:0048532
cranial nerve maturation,GO:0021605,IS_A,GO:0021682
accessory nerve maturation,GO:0021606,IS_A,GO:0021605
accessory nerve morphogenesis,GO:0021607,IS_A,GO:0021602
accessory nerve formation,GO:0021608,IS_A,GO:0021603
accessory nerve structural organization,GO:0021609,IS_A,GO:0021604
facial nerve morphogenesis,GO:0021610,IS_A,GO:0021602
facial nerve formation,GO:0021611,IS_A,GO:0021603
facial nerve structural organization,GO:0021612,IS_A,GO:0021604
facial nerve maturation,GO:0021613,IS_A,GO:0021605
glossopharyngeal nerve maturation,GO:0021614,IS_A,GO:0021605
glossopharyngeal nerve morphogenesis,GO:0021615,IS_A,GO:0021602
glossopharyngeal nerve formation,GO:0021616,IS_A,GO:0021603
glossopharyngeal nerve structural organization,GO:0021617,IS_A,GO:0021604
hypoglossal nerve morphogenesis,GO:0021618,IS_A,GO:0021602
hypoglossal nerve maturation,GO:0021619,IS_A,GO:0021605
hypoglossal nerve formation,GO:0021620,IS_A,GO:0021603
hypoglossal nerve structural organization,GO:0021621,IS_A,GO:0021604
oculomotor nerve morphogenesis,GO:0021622,IS_A,GO:0021602
oculomotor nerve formation,GO:0021623,IS_A,GO:0021603
oculomotor nerve structural organization,GO:0021624,IS_A,GO:0021604
oculomotor nerve maturation,GO:0021625,IS_A,GO:0021605
central nervous system maturation,GO:0021626,IS_A,GO:0071695
olfactory nerve morphogenesis,GO:0021627,IS_A,GO:0021602
olfactory nerve formation,GO:0021628,IS_A,GO:0021603
olfactory nerve structural organization,GO:0021629,IS_A,GO:0021604
olfactory nerve maturation,GO:0021630,IS_A,GO:0021605
optic nerve morphogenesis,GO:0021631,IS_A,GO:0021602
optic nerve maturation,GO:0021632,IS_A,GO:0021605
optic nerve structural organization,GO:0021633,IS_A,GO:0021604
optic nerve formation,GO:0021634,IS_A,GO:0021603
trigeminal nerve maturation,GO:0021635,IS_A,GO:0021605
trigeminal nerve morphogenesis,GO:0021636,IS_A,GO:0021602
trigeminal nerve structural organization,GO:0021637,IS_A,GO:0021604
trigeminal nerve formation,GO:0021638,IS_A,GO:0021603
trochlear nerve morphogenesis,GO:0021639,IS_A,GO:0021602
trochlear nerve maturation,GO:0021640,IS_A,GO:0021605
trochlear nerve structural organization,GO:0021641,IS_A,GO:0021604
trochlear nerve formation,GO:0021642,IS_A,GO:0021603
vagus nerve maturation,GO:0021643,IS_A,GO:0021605
vagus nerve morphogenesis,GO:0021644,IS_A,GO:0021602
vagus nerve structural organization,GO:0021645,IS_A,GO:0021604
vagus nerve formation,GO:0021646,IS_A,GO:0021603
vestibulocochlear nerve maturation,GO:0021647,IS_A,GO:0021605
vestibulocochlear nerve morphogenesis,GO:0021648,IS_A,GO:0021602
vestibulocochlear nerve structural organization,GO:0021649,IS_A,GO:0021604
vestibulocochlear nerve formation,GO:0021650,IS_A,GO:0021603
rhombomere 1 morphogenesis,GO:0021651,IS_A,GO:0021593
rhombomere 1 formation,GO:0021652,IS_A,GO:0021594
rhombomere 1 structural organization,GO:0021653,IS_A,GO:0021595
rhombomere boundary formation,GO:0021654,IS_A,GO:0048859
rhombomere 2 morphogenesis,GO:0021655,IS_A,GO:0021593
rhombomere 2 structural organization,GO:0021656,IS_A,GO:0021595
rhombomere 2 formation,GO:0021657,IS_A,GO:0021594
rhombomere 3 morphogenesis,GO:0021658,IS_A,GO:0021593
rhombomere 3 structural organization,GO:0021659,IS_A,GO:0021595
rhombomere 3 formation,GO:0021660,IS_A,GO:0021594
rhombomere 4 morphogenesis,GO:0021661,IS_A,GO:0021593
rhombomere 4 structural organization,GO:0021662,IS_A,GO:0021595
rhombomere 4 formation,GO:0021663,IS_A,GO:0021594
rhombomere 5 morphogenesis,GO:0021664,IS_A,GO:0021593
rhombomere 5 structural organization,GO:0021665,IS_A,GO:0021595
rhombomere 5 formation,GO:0021666,IS_A,GO:0021594
rhombomere 6 morphogenesis,GO:0021667,IS_A,GO:0021593
rhombomere 6 structural organization,GO:0021668,IS_A,GO:0021595
rhombomere 6 formation,GO:0021669,IS_A,GO:0021594
lateral ventricle development,GO:0021670,IS_A,GO:0048856
rhombomere 7 morphogenesis,GO:0021671,IS_A,GO:0021593
rhombomere 7 structural organization,GO:0021672,IS_A,GO:0021595
rhombomere 7 formation,GO:0021673,IS_A,GO:0021594
rhombomere 8 morphogenesis,GO:0021674,IS_A,GO:0021593
nerve development,GO:0021675,IS_A,GO:0048856
rhombomere 8 structural organization,GO:0021676,IS_A,GO:0021595
rhombomere 8 formation,GO:0021677,IS_A,GO:0021594
third ventricle development,GO:0021678,IS_A,GO:0048856
cerebellar molecular layer development,GO:0021679,IS_A,GO:0048856
cerebellar Purkinje cell layer development,GO:0021680,IS_A,GO:0048856
cerebellar granular layer development,GO:0021681,IS_A,GO:0048856
nerve maturation,GO:0021682,IS_A,GO:0071695
cerebellar granular layer morphogenesis,GO:0021683,IS_A,GO:0009653
cerebellar granular layer formation,GO:0021684,IS_A,GO:0048646
cerebellar granular layer structural organization,GO:0021685,IS_A,GO:0048532
cerebellar granular layer maturation,GO:0021686,IS_A,GO:0071695
cerebellar molecular layer morphogenesis,GO:0021687,IS_A,GO:0009653
cerebellar molecular layer formation,GO:0021688,IS_A,GO:0048646
cerebellar molecular layer structural organization,GO:0021689,IS_A,GO:0048532
cerebellar molecular layer maturation,GO:0021690,IS_A,GO:0071695
cerebellar Purkinje cell layer maturation,GO:0021691,IS_A,GO:0071695
cerebellar Purkinje cell layer morphogenesis,GO:0021692,IS_A,GO:0009653
cerebellar Purkinje cell layer structural organization,GO:0021693,IS_A,GO:0048532
cerebellar Purkinje cell layer formation,GO:0021694,IS_A,GO:0048646
cerebellar cortex development,GO:0021695,IS_A,GO:0048856
cerebellar cortex morphogenesis,GO:0021696,IS_A,GO:0009653
cerebellar cortex formation,GO:0021697,IS_A,GO:0048646
cerebellar cortex structural organization,GO:0021698,IS_A,GO:0048532
cerebellar cortex maturation,GO:0021699,IS_A,GO:0071695
developmental maturation,GO:0021700,IS_A,GO:0032502
locus ceruleus development,GO:0021703,IS_A,GO:0048857
locus ceruleus morphogenesis,GO:0021704,IS_A,GO:0009653
locus ceruleus formation,GO:0021705,IS_A,GO:0048646
locus ceruleus maturation,GO:0021706,IS_A,GO:0071695
inferior olivary nucleus development,GO:0021713,IS_A,GO:0048857
inferior olivary nucleus morphogenesis,GO:0021714,IS_A,GO:0009653
inferior olivary nucleus formation,GO:0021715,IS_A,GO:0048646
inferior olivary nucleus structural organization,GO:0021716,IS_A,GO:0048532
inferior olivary nucleus maturation,GO:0021717,IS_A,GO:0071695
superior olivary nucleus development,GO:0021718,IS_A,GO:0048857
superior olivary nucleus morphogenesis,GO:0021719,IS_A,GO:0009653
superior olivary nucleus formation,GO:0021720,IS_A,GO:0048646
superior olivary nucleus structural organization,GO:0021721,IS_A,GO:0048532
superior olivary nucleus maturation,GO:0021722,IS_A,GO:0071695
medullary reticular formation development,GO:0021723,IS_A,GO:0048856
inferior raphe nucleus development,GO:0021724,IS_A,GO:0048857
superior raphe nucleus development,GO:0021725,IS_A,GO:0048857
lateral reticular nucleus development,GO:0021726,IS_A,GO:0048857
intermediate reticular formation development,GO:0021727,IS_A,GO:0048856
inferior reticular formation development,GO:0021728,IS_A,GO:0048857
superior reticular formation development,GO:0021729,IS_A,GO:0048856
trigeminal sensory nucleus development,GO:0021730,IS_A,GO:0048857
trigeminal motor nucleus development,GO:0021731,IS_A,GO:0048857
midbrain-hindbrain boundary maturation,GO:0021732,IS_A,GO:0071695
dentate nucleus development,GO:0021735,IS_A,GO:0048857
globose nucleus development,GO:0021736,IS_A,GO:0048857
emboliform nucleus development,GO:0021737,IS_A,GO:0048857
fastigial nucleus development,GO:0021738,IS_A,GO:0048857
mesencephalic trigeminal nucleus development,GO:0021739,IS_A,GO:0021730
principal sensory nucleus of trigeminal nerve development,GO:0021740,IS_A,GO:0021730
spinal trigeminal nucleus development,GO:0021741,IS_A,GO:0021730
abducens nucleus development,GO:0021742,IS_A,GO:0048857
hypoglossal nucleus development,GO:0021743,IS_A,GO:0048857
dorsal motor nucleus of vagus nerve development,GO:0021744,IS_A,GO:0048857
nucleus ambiguus development,GO:0021745,IS_A,GO:0048857
solitary nucleus development,GO:0021746,IS_A,GO:0048857
cochlear nucleus development,GO:0021747,IS_A,GO:0048857
dorsal cochlear nucleus development,GO:0021748,IS_A,GO:0021747
ventral cochlear nucleus development,GO:0021749,IS_A,GO:0021747
vestibular nucleus development,GO:0021750,IS_A,GO:0048857
salivary nucleus development,GO:0021751,IS_A,GO:0048857
inferior salivary nucleus development,GO:0021752,IS_A,GO:0021751
superior salivary nucleus development,GO:0021753,IS_A,GO:0021751
facial nucleus development,GO:0021754,IS_A,GO:0048857
striatum development,GO:0021756,IS_A,GO:0048856
caudate nucleus development,GO:0021757,IS_A,GO:0048857
putamen development,GO:0021758,IS_A,GO:0048857
globus pallidus development,GO:0021759,IS_A,GO:0048857
limbic system development,GO:0021761,IS_A,GO:0048731
substantia nigra development,GO:0021762,IS_A,GO:0048857
subthalamic nucleus development,GO:0021763,IS_A,GO:0048857
amygdala development,GO:0021764,IS_A,GO:0048856
cingulate gyrus development,GO:0021765,IS_A,GO:0048856
hippocampus development,GO:0021766,IS_A,GO:0048856
mammillary body development,GO:0021767,IS_A,GO:0048856
nucleus accumbens development,GO:0021768,IS_A,GO:0048857
orbitofrontal cortex development,GO:0021769,IS_A,GO:0048856
parahippocampal gyrus development,GO:0021770,IS_A,GO:0048856
lateral geniculate nucleus development,GO:0021771,IS_A,GO:0048857
olfactory bulb development,GO:0021772,IS_A,GO:0048856
striatal medium spiny neuron differentiation,GO:0021773,IS_A,GO:0021879
retinoic acid receptor signaling pathway involved in ventral spinal cord interneuron specification,GO:0021774,IS_A,GO:0060895
smoothened signaling pathway involved in ventral spinal cord interneuron specification,GO:0021775,IS_A,GO:0021910
smoothened signaling pathway involved in spinal cord motor neuron cell fate specification,GO:0021776,IS_A,GO:0021910
oligodendrocyte cell fate specification,GO:0021778,IS_A,GO:0021780
glial cell fate specification,GO:0021780,IS_A,GO:0001708
glial cell fate commitment,GO:0021781,IS_A,GO:0045165
glial cell development,GO:0021782,IS_A,GO:0048468
preganglionic parasympathetic fiber development,GO:0021783,IS_A,GO:0048731
postganglionic parasympathetic fiber development,GO:0021784,IS_A,GO:0048483
branchiomotor neuron axon guidance,GO:0021785,IS_A,GO:0008045
branchiomotor neuron axon guidance in neural tube,GO:0021786,IS_A,GO:0021785
branchiomotor neuron axon guidance in branchial arch mesenchyme,GO:0021789,IS_A,GO:0021785
chemoattraction of branchiomotor axon,GO:0021792,IS_A,GO:0061642
chemorepulsion of branchiomotor axon,GO:0021793,IS_A,GO:0061643
thalamus development,GO:0021794,IS_A,GO:0048856
cerebral cortex cell migration,GO:0021795,IS_A,GO:0022029
cerebral cortex regionalization,GO:0021796,IS_A,GO:0003002
forebrain anterior/posterior pattern specification,GO:0021797,IS_A,GO:0009952
forebrain dorsal/ventral pattern formation,GO:0021798,IS_A,GO:0009953
cerebral cortex radially oriented cell migration,GO:0021799,IS_A,GO:0021795
cerebral cortex tangential migration,GO:0021800,IS_A,GO:0021795
somal translocation,GO:0021802,IS_A,GO:0021799
extension of leading cell process to pial surface,GO:0021803,IS_A,GO:0120031
negative regulation of cell adhesion in ventricular zone,GO:0021804,IS_A,GO:0007162
cell movement involved in somal translocation,GO:0021805,IS_A,GO:0048870
initiation of movement involved in cerebral cortex radial glia guided migration,GO:0021806,IS_A,GO:0048869
cytosolic calcium signaling involved in initiation of cell movement in glial-mediated radial cell migration,GO:0021808,IS_A,GO:0019722
neurotrophic factor signaling initiating cell movement,GO:0021809,IS_A,GO:0021807
neurotransmitter signaling initiating cell movement,GO:0021810,IS_A,GO:0021807
growth factor signaling initiating cell movement involved in cerebral cortex radial glia guided migration,GO:0021811,IS_A,GO:0021807
neuronal-glial interaction involved in cerebral cortex radial glia guided migration,GO:0021812,IS_A,GO:0098609
cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration,GO:0021813,IS_A,GO:0098742
cell motility involved in cerebral cortex radial glia guided migration,GO:0021814,IS_A,GO:0048870
modulation of microtubule cytoskeleton involved in cerebral cortex radial glia guided migration,GO:0021815,IS_A,GO:0000226
nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration,GO:0021817,IS_A,GO:0030473
modulation of the microfilament cytoskeleton involved in cell locomotion in cerebral cortex radial glia guided migration,GO:0021818,IS_A,GO:0030036
layer formation in cerebral cortex,GO:0021819,IS_A,GO:0048646
extracellular matrix organization in marginal zone involved in cerebral cortex radial glia guided migration,GO:0021820,IS_A,GO:0030198
negative regulation of cell-glial cell adhesion involved in cerebral cortex lamination,GO:0021821,IS_A,GO:0022408
negative regulation of cell motility involved in cerebral cortex radial glia guided migration,GO:0021822,IS_A,GO:1903976
cerebral cortex tangential migration using cell-cell interactions,GO:0021823,IS_A,GO:0021825
cerebral cortex tangential migration using cell-axon interactions,GO:0021824,IS_A,GO:0021825
substrate-independent telencephalic tangential migration,GO:0021826,IS_A,GO:0022029
interneuron migration from the subpallium to the cortex,GO:0021830,IS_A,GO:0021843
cell-cell adhesion involved in cerebral cortex tangential migration using cell-cell interactions,GO:0021832,IS_A,GO:0098742
cell-matrix adhesion involved in tangential migration using cell-cell interactions,GO:0021833,IS_A,GO:0031589
chemorepulsion involved in embryonic olfactory bulb interneuron precursor migration,GO:0021834,IS_A,GO:0050919
chemoattraction involved in embryonic olfactory bulb interneuron precursor migration,GO:0021835,IS_A,GO:0050918
chemorepulsion involved in postnatal olfactory bulb interneuron migration,GO:0021836,IS_A,GO:0050919
interneuron-substratum interaction involved in interneuron migration from the subpallium to the cortex,GO:0021839,IS_A,GO:0031589
directional guidance of interneurons involved in migration from the subpallium to the cortex,GO:0021840,IS_A,GO:0030334
chemoattraction involved in interneuron migration from the subpallium to the cortex,GO:0021841,IS_A,GO:0050918
chemorepulsion involved in interneuron migration from the subpallium to the cortex,GO:0021842,IS_A,GO:0050919
substrate-independent telencephalic tangential interneuron migration,GO:0021843,IS_A,GO:0021826
interneuron sorting involved in substrate-independent cerebral cortex tangential migration,GO:0021844,IS_A,GO:0042330
neurotransmitter-mediated guidance of interneurons involved in substrate-independent cerebral cortex tangential migration,GO:0021845,IS_A,GO:0030334
cell proliferation in forebrain,GO:0021846,IS_A,GO:0061351
neuroblast division in subpallium,GO:0021848,IS_A,GO:0055057
neuroblast division in subventricular zone,GO:0021849,IS_A,GO:0055057
subpallium glioblast cell division,GO:0021850,IS_A,GO:0048860
neuroblast division in dorsal lateral ganglionic eminence,GO:0021851,IS_A,GO:0021848
hypothalamus development,GO:0021854,IS_A,GO:0048856
hypothalamus cell migration,GO:0021855,IS_A,GO:0016477
hypothalamic tangential migration using cell-axon interactions,GO:0021856,IS_A,GO:0021855
GABAergic neuron differentiation in basal ganglia,GO:0021858,IS_A,GO:0097154
pyramidal neuron differentiation,GO:0021859,IS_A,GO:0021953
pyramidal neuron development,GO:0021860,IS_A,GO:0021884
forebrain radial glial cell differentiation,GO:0021861,IS_A,GO:0060019
early neuron differentiation in forebrain,GO:0021862,IS_A,GO:0021879
forebrain neuroblast differentiation,GO:0021863,IS_A,GO:0014016
forebrain ventricular zone progenitor cell division,GO:0021869,IS_A,GO:0051301
Cajal-Retzius cell differentiation,GO:0021870,IS_A,GO:0021895
forebrain regionalization,GO:0021871,IS_A,GO:0003002
forebrain generation of neurons,GO:0021872,IS_A,GO:0048699
forebrain neuroblast division,GO:0021873,IS_A,GO:0055057
Wnt signaling pathway involved in forebrain neuroblast division,GO:0021874,IS_A,GO:0016055
fibroblast growth factor receptor signaling pathway involved in forebrain neuroblast division,GO:0021875,IS_A,GO:0008543
Notch signaling pathway involved in forebrain neuroblast division,GO:0021876,IS_A,GO:0007219
forebrain neuron fate commitment,GO:0021877,IS_A,GO:0048663
forebrain astrocyte fate commitment,GO:0021878,IS_A,GO:0060018
forebrain neuron differentiation,GO:0021879,IS_A,GO:0021953
Notch signaling pathway involved in forebrain neuron fate commitment,GO:0021880,IS_A,GO:0007219
Wnt-activated signaling pathway involved in forebrain neuron fate commitment,GO:0021881,IS_A,GO:0016055
forebrain neuron development,GO:0021884,IS_A,GO:0021954
forebrain cell migration,GO:0021885,IS_A,GO:0016477
hypothalamus gonadotrophin-releasing hormone neuron differentiation,GO:0021886,IS_A,GO:0021979
hypothalamus gonadotrophin-releasing hormone neuron fate commitment,GO:0021887,IS_A,GO:0045165
hypothalamus gonadotrophin-releasing hormone neuron development,GO:0021888,IS_A,GO:0021884
olfactory bulb interneuron differentiation,GO:0021889,IS_A,GO:0021879
olfactory bulb interneuron fate commitment,GO:0021890,IS_A,GO:0048663
olfactory bulb interneuron development,GO:0021891,IS_A,GO:0021884
cerebral cortex GABAergic interneuron fate commitment,GO:0021893,IS_A,GO:0048663
cerebral cortex GABAergic interneuron development,GO:0021894,IS_A,GO:0021954
cerebral cortex neuron differentiation,GO:0021895,IS_A,GO:0021953
forebrain astrocyte differentiation,GO:0021896,IS_A,GO:0048708
forebrain astrocyte development,GO:0021897,IS_A,GO:0014002
commitment of multipotent stem cells to neuronal lineage in forebrain,GO:0021898,IS_A,GO:0021877
fibroblast growth factor receptor signaling pathway involved in forebrain neuron fate commitment,GO:0021899,IS_A,GO:0008543
ventricular zone cell fate commitment,GO:0021900,IS_A,GO:0021898
early neuron fate commitment in forebrain,GO:0021901,IS_A,GO:0021898
commitment of neuronal cell to specific neuron type in forebrain,GO:0021902,IS_A,GO:0021877
rostrocaudal neural tube patterning,GO:0021903,IS_A,GO:0009952
dorsal/ventral neural tube patterning,GO:0021904,IS_A,GO:0009953
hindbrain-spinal cord boundary formation,GO:0021906,IS_A,GO:0048859
fibroblast growth factor receptor signaling pathway involved in spinal cord anterior/posterior pattern formation,GO:0021907,IS_A,GO:0008543
retinoic acid receptor signaling pathway involved in spinal cord anterior/posterior pattern formation,GO:0021908,IS_A,GO:0048384
smoothened signaling pathway involved in ventral spinal cord patterning,GO:0021910,IS_A,GO:0007224
retinoic acid metabolic process in spinal cord anterior-posterior patterning,GO:0021911,IS_A,GO:0042573
negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning,GO:0021914,IS_A,GO:0045879
inductive cell-cell signaling between paraxial mesoderm and motor neuron precursors,GO:0021916,IS_A,GO:0031129
somatic motor neuron fate commitment,GO:0021917,IS_A,GO:0048663
BMP signaling pathway involved in spinal cord dorsal/ventral patterning,GO:0021919,IS_A,GO:0030509
regulation of cell proliferation in dorsal spinal cord,GO:0021921,IS_A,GO:2000177
Wnt signaling pathway involved in regulation of cell proliferation in dorsal spinal cord,GO:0021922,IS_A,GO:0016055
cell proliferation in hindbrain ventricular zone,GO:0021923,IS_A,GO:0021534
cell proliferation in external granule layer,GO:0021924,IS_A,GO:0021534
cerebellar Purkinje cell precursor proliferation,GO:0021925,IS_A,GO:0021923
Golgi cell precursor proliferation,GO:0021926,IS_A,GO:0021923
deep nuclear neuron precursor proliferation,GO:0021927,IS_A,GO:0021923
basket cell precursor proliferation,GO:0021928,IS_A,GO:0021923
stellate cell precursor proliferation,GO:0021929,IS_A,GO:0021923
cerebellar granule cell precursor proliferation,GO:0021930,IS_A,GO:0021924
rostral hindbrain neuronal precursor cell proliferation,GO:0021931,IS_A,GO:0021924
hindbrain radial glia guided cell migration,GO:0021932,IS_A,GO:0021535
radial glia guided migration of cerebellar granule cell,GO:0021933,IS_A,GO:0021932
hindbrain tangential cell migration,GO:0021934,IS_A,GO:0021535
cerebellar granule cell precursor tangential migration,GO:0021935,IS_A,GO:0021934
regulation of cerebellar granule cell precursor proliferation,GO:0021936,IS_A,GO:2000177
cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation,GO:0021937,IS_A,GO:0007267
extracellular matrix-granule cell signaling involved in regulation of granule cell precursor proliferation,GO:0021939,IS_A,GO:0035426
radial glia guided migration of Purkinje cell,GO:0021942,IS_A,GO:0021932
formation of radial glial scaffolds,GO:0021943,IS_A,GO:0000904
neuronal-glial interaction involved in hindbrain glial-mediated radial cell migration,GO:0021944,IS_A,GO:0098609
deep nuclear neuron cell migration,GO:0021946,IS_A,GO:0021535
brainstem precerebellar neuron precursor migration,GO:0021949,IS_A,GO:0021934
chemorepulsion involved in precerebellar neuron migration,GO:0021950,IS_A,GO:0050919
chemoattraction involved in precerebellar neuron migration,GO:0021951,IS_A,GO:0050918
central nervous system projection neuron axonogenesis,GO:0021952,IS_A,GO:0021955
central nervous system neuron differentiation,GO:0021953,IS_A,GO:0030182
central nervous system neuron development,GO:0021954,IS_A,GO:0048666
central nervous system neuron axonogenesis,GO:0021955,IS_A,GO:0007409
central nervous system interneuron axonogenesis,GO:0021956,IS_A,GO:0021955
corticospinal tract morphogenesis,GO:0021957,IS_A,GO:0021952
gracilis tract morphogenesis,GO:0021958,IS_A,GO:0021952
cuneatus tract morphogenesis,GO:0021959,IS_A,GO:0021952
anterior commissure morphogenesis,GO:0021960,IS_A,GO:0021952
posterior commissure morphogenesis,GO:0021961,IS_A,GO:0021952
vestibulospinal tract morphogenesis,GO:0021962,IS_A,GO:0021952
spinothalamic tract morphogenesis,GO:0021963,IS_A,GO:0021952
rubrospinal tract morphogenesis,GO:0021964,IS_A,GO:0021952
spinal cord ventral commissure morphogenesis,GO:0021965,IS_A,GO:0021952
corticospinal neuron axon guidance,GO:0021966,IS_A,GO:0007411
corticospinal neuron axon guidance through the cerebral cortex,GO:0021967,IS_A,GO:0007411
corticospinal neuron axon guidance through the internal capsule,GO:0021968,IS_A,GO:0007411
corticospinal neuron axon guidance through the cerebral peduncle,GO:0021969,IS_A,GO:0007411
corticospinal neuron axon guidance through the basilar pons,GO:0021970,IS_A,GO:0007411
corticospinal neuron axon guidance through the medullary pyramid,GO:0021971,IS_A,GO:0007411
corticospinal neuron axon guidance through spinal cord,GO:0021972,IS_A,GO:0007411
corticospinal neuron axon decussation,GO:0021973,IS_A,GO:0016199
trigeminothalamic tract morphogenesis,GO:0021974,IS_A,GO:0021952
pons reticulospinal tract morphogenesis,GO:0021975,IS_A,GO:0021952
medulla reticulospinal tract morphogenesis,GO:0021976,IS_A,GO:0021952
tectospinal tract morphogenesis,GO:0021977,IS_A,GO:0021952
telencephalon regionalization,GO:0021978,IS_A,GO:0003002
hypothalamus cell differentiation,GO:0021979,IS_A,GO:0030154
subpallium cell migration,GO:0021980,IS_A,GO:0022029
subpallium radially oriented migration,GO:0021981,IS_A,GO:0021980
pineal gland development,GO:0021982,IS_A,GO:0048732
pituitary gland development,GO:0021983,IS_A,GO:0048732
adenohypophysis development,GO:0021984,IS_A,GO:0048856
neurohypophysis development,GO:0021985,IS_A,GO:0048732
habenula development,GO:0021986,IS_A,GO:0048856
cerebral cortex development,GO:0021987,IS_A,GO:0048856
olfactory lobe development,GO:0021988,IS_A,GO:0048856
olfactory cortex development,GO:0021989,IS_A,GO:0048856
neural plate formation,GO:0021990,IS_A,GO:0048646
cell proliferation involved in neural plate elongation,GO:0021992,IS_A,GO:0061351
progression of neural tube closure,GO:0021994,IS_A,GO:0016331
neuropore closure,GO:0021995,IS_A,GO:0016331
lamina terminalis formation,GO:0021996,IS_A,GO:0048646
neural plate axis specification,GO:0021997,IS_A,GO:0000578
neural plate mediolateral regionalization,GO:0021998,IS_A,GO:0060897
forebrain induction by the anterior neural ridge,GO:0022000,IS_A,GO:0031128
midbrain-hindbrain boundary maturation during brain development,GO:0022004,IS_A,GO:0032501
midbrain-hindbrain boundary maturation during neural plate development,GO:0022005,IS_A,GO:0032501
zona limitans intrathalamica formation,GO:0022006,IS_A,GO:0048859
neurogenesis,GO:0022008,IS_A,GO:0030154
central nervous system vasculogenesis,GO:0022009,IS_A,GO:0001570
subpallium cell proliferation in forebrain,GO:0022012,IS_A,GO:0021846
pallium cell proliferation in forebrain,GO:0022013,IS_A,GO:0021846
radial glial cell division in pallium,GO:0022015,IS_A,GO:0051301
pallium glioblast division,GO:0022016,IS_A,GO:0048860
neuroblast division in pallium,GO:0022017,IS_A,GO:0021873
lateral ganglionic eminence cell proliferation,GO:0022018,IS_A,GO:0022012
dorsal lateral ganglionic eminence cell proliferation,GO:0022019,IS_A,GO:0022012
medial ganglionic eminence cell proliferation,GO:0022020,IS_A,GO:0022012
caudal ganglionic eminence cell proliferation,GO:0022021,IS_A,GO:0022012
septal cell proliferation,GO:0022022,IS_A,GO:0022012
BMP signaling pathway involved in forebrain neuron fate commitment,GO:0022024,IS_A,GO:0030509
leukemia inhibitory factor signaling pathway involved in forebrain neuron fate commitment,GO:0022025,IS_A,GO:0048861
epidermal growth factor signaling pathway involved in forebrain neuron fate commitment,GO:0022026,IS_A,GO:0007173
interkinetic nuclear migration,GO:0022027,IS_A,GO:0007097
tangential migration from the subventricular zone to the olfactory bulb,GO:0022028,IS_A,GO:0022029
telencephalon cell migration,GO:0022029,IS_A,GO:0021885
telencephalon oligodendrocyte cell migration,GO:0022032,IS_A,GO:0022030
telencephalon microglial cell migration,GO:0022033,IS_A,GO:0022030
rhombomere cell proliferation,GO:0022034,IS_A,GO:0061351
rhombomere cell migration,GO:0022035,IS_A,GO:0021535
rhombomere cell differentiation,GO:0022036,IS_A,GO:0030154
metencephalon development,GO:0022037,IS_A,GO:0048856
corpus callosum development,GO:0022038,IS_A,GO:0048856
cell cycle process,GO:0022402,IS_A,GO:0009987
cell cycle phase,GO:0022403,IS_A,GO:0044848
molting cycle process,GO:0022404,IS_A,GO:0032501
hair cycle process,GO:0022405,IS_A,GO:0022404
membrane docking,GO:0022406,IS_A,GO:0009987
regulation of cell-cell adhesion,GO:0022407,IS_A,GO:0030155
circadian sleep/wake cycle process,GO:0022410,IS_A,GO:0048512
cellular component disassembly,GO:0022411,IS_A,GO:0016043
reproductive process in single-celled organism,GO:0022413,IS_A,GO:0022414
reproductive process,GO:0022414,IS_A,GO:0008150
chaeta development,GO:0022416,IS_A,GO:0007423
digestive system process,GO:0022600,IS_A,GO:0003008
menstrual cycle phase,GO:0022601,IS_A,GO:0044848
regulation of anatomical structure morphogenesis,GO:0022603,IS_A,GO:0050793
regulation of cell morphogenesis,GO:0022604,IS_A,GO:0022603
mammalian oogenesis stage,GO:0022605,IS_A,GO:0048609
establishment of proximal/distal cell polarity,GO:0022606,IS_A,GO:0061162
cellular component assembly,GO:0022607,IS_A,GO:0016043
multicellular organism adhesion to substrate,GO:0022609,IS_A,GO:0022608
biological adhesion,GO:0022610,IS_A,GO:0008150
dormancy process,GO:0022611,IS_A,GO:0032502
gland morphogenesis,GO:0022612,IS_A,GO:0009887
ribonucleoprotein complex biogenesis,GO:0022613,IS_A,GO:0044085
membrane to membrane docking,GO:0022614,IS_A,GO:0022406
protein to membrane docking,GO:0022615,IS_A,GO:0022406
DNA strand elongation,GO:0022616,IS_A,GO:0006259
generative cell differentiation,GO:0022619,IS_A,GO:0030154
vegetative cell differentiation,GO:0022620,IS_A,GO:0030154
root system development,GO:0022622,IS_A,GO:0048731
nuclear migration to embryo sac poles,GO:0023002,IS_A,GO:0009562
nuclear migration to the embryo sac center,GO:0023003,IS_A,GO:0009562
signal transduction by cis-phosphorylation,GO:0023015,IS_A,GO:0023014
signal transduction by trans-phosphorylation,GO:0023016,IS_A,GO:0023014
